User,Chatbot,Intent
I got front row tickets to my favorite band 's concert,I am happy you got front row tickets,Happy_Excited_Joy
I got front row tickets to my favorite band 's concert,I am happy you got front row tickets to your favorite band 's concert,Happy_Excited_Joy
This morning I got a massive headache,I am sorry to hear about your headache,Health
This morning I got a massive headache,I am sorry to hear you had a massive headache,Health
Politicians always lie when they speak,I am sorry politicians lie,Info
Politicians always lie when they speak,I am sorry that politicians always lie when they speak,Info
"My grandson is doing very well in scouting , and on his way to Eagle Scout",I am happy about your grandson,Happy_Excited_Joy
"My grandson is doing very well in scouting , and on his way to Eagle Scout",I am happy that your grandson is doing well in scouting,Happy_Excited_Joy
"The room was silent and I farted really loud , it was so embarrassing",I am sorry you were embarrassed,Angry_Frustrated
"The room was silent and I farted really loud , it was so embarrassing",I am sorry you were embarrassed by the loudness,Angry_Frustrated
My flight was delayed 4hours the other day,I am sorry about the flight,Info
My flight was delayed 4hours the other day,I am sorry to hear that your flight was delayed,Info
It took half of my savings to get us out of that mess,I am sorry that getting out of that mess cost half of savings,Sad
It took half of my savings to get us out of that mess,I am sorry that it took have of your savings to get us out of that mess,Sad
The wind was so strong it ripped my door off the hinges,I am sorry about your door,Surprise_Amazed
The wind was so strong it ripped my door off the hinges,I am sorry to hear the wind was so strong it ripped your door off the hinges,Surprise_Amazed
My daughter said the funniest thing to me yesterday,I am happy she said the funniest thing,Happy_Excited_Joy
My daughter said the funniest thing to me yesterday,I am glad your daughter said the funniest thing yesterday,Happy_Excited_Joy
I just had a car accident,I am sorry to hear about your accident,Sad
I just had a car accident,I am sorry to hear you had a car accident,Sad
I could n't believe I got fired this morning,I am sorry you were fired,Sad
I could n't believe I got fired this morning,I am sorry you were fired this morning,Sad
I found my Polly Pocket I have been looking for since I was 12,I am happy you found your Polly Pocket,Happy_Excited_Joy
I found my Polly Pocket I have been looking for since I was 12,I am glad to hear you found your Polly Pocket you 've been looking for,Happy_Excited_Joy
I just got a raise,i am happy you got a raise,Happy_Excited_Joy
"I am going to be late on my rent it looks like ,",I am sorry to hear you ca n't pay the rent on time,Sad
"I am going to be late on my rent it looks like ,",I am sorry your rent will be late,Sad
My brother said something really mean about me earlier and it hurt my feelings,I am sorry your feelings got hurt,Sad
I won the raffle,I am glad to hear about your won,Happy_Excited_Joy
I won the raffle,i am glad you won the raffle,Happy_Excited_Joy
She broke my heart,I am sorry to hear about the heart brake,Sad
She broke my heart,I am sorry your heart was broken by her,Sad
Singing is often a sign that I 'm in a good mood,I am happy you sing when you 're in a good mood,Good
Singing is often a sign that I 'm in a good mood,I am happy to hear that you sing when you 're in a good mood,Good
We decided to end our relationship,I am sorry to hear your relationship has ended,Confirm
We decided to end our relationship,I am sorry to hear you decided to end your relationship,Confirm
I lost my wallet and it had $ 100 in it,I am sorry to hear you lost a hundred dollars and your wallet,Sad
My husband needs an emergency bowel resection,I am sad to hear about your husbands surgery,Health
My husband needs an emergency bowel resection,I am sorry to hear about your husbands emergency bowel resection,Health
my girlfriend accepted my proposal,I am glad about your proposal,Happy_Excited_Joy
my girlfriend accepted my proposal,I am glad your girfriend accepted your proposal,Happy_Excited_Joy
My husband surprised me with a new diamond ring,I am happy about your new diamond ring,Surprise_Amazed
My husband surprised me with a new diamond ring,I am glad that your husband surprised you with a new diamond ring,Surprise_Amazed
Matt and I broke up,I am sorry to hear that you and Matt broke up,Sad
I accidentally lost my keys at the bar today,I am sorry you lost your keys,Sad
I accidentally lost my keys at the bar today,I am sorry you lost your keys at the bar today,Sad
My dream girl asked me out,I am glad to hear about your dream girl,Happy_Excited_Joy
My dream girl asked me out,I am happy your dream girl asked you out,Happy_Excited_Joy
I won a $ 100 off a scratch off ticket last night,I am glad you won,Happy_Excited_Joy
I won a $ 100 off a scratch off ticket last night,I am glad you won a $ 100 off a scratch off ticket last night,Happy_Excited_Joy
i enjoyed today,I am glad for you,Happy_Excited_Joy
i enjoyed today,I am glad to hear you enjoyed today,Happy_Excited_Joy
"My wallet was stolen , so I had to call my bank to cancel my debit cards and credit cards",I am sorry your wallet was stolen,Sad
"My wallet was stolen , so I had to call my bank to cancel my debit cards and credit cards",I am sorry your wallet was stolen and you had to cancel your cards,Sad
I stepped in a huge piece of gum in the mall parking lot,I am sorry to hear that you stepped in a huge piece of gum,Sad
I stepped in a huge piece of gum in the mall parking lot,I am sorry that you stepped in a huge piece of gum in the parking lot,Sad
I tried a new seasoning on my rice,I am glad you tried a new seasoning,Info
I tried a new seasoning on my rice,I am glad you tried a new seasoning on your rice,Info
They gave me an extra burger in my order today,I am glad to hear about the extra burger,Happy_Excited_Joy
They gave me an extra burger in my order today,I am happy that you were given an extra burger with you order,Happy_Excited_Joy
Someone is thinking kindly of me,I am happy for your relationship,Happy_Excited_Joy
Someone is thinking kindly of me,I am glad to hear that someone is thinking kindly of you,Happy_Excited_Joy
The mechanic called and said my car is going to have to stay in the shop another five days,I am sorry to hear about your car,Confirm
The mechanic called and said my car is going to have to stay in the shop another five days,"I am sorry to hear , that is a long time to be without a car",Confirm
I tried a new roast recipe and it was on point,I am happy you tried a new roast recipe,Eat_Food
